재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월	당기 반기 누적	전기 반기 3개월	전기 반기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	13,964,839,174	27,303,761,936	12,985,544,246	25,358,746,545		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	1,668,721,056	7,500,782,502	2,672,165,928	6,134,505,128		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	dart_OtherGains	기타수익	832,732,490	1,509,931,824	920,564,126	1,817,266,585		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	522,824,685	800,066,123	329,897,543	802,858,381		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	635,156,144	1,943,392,597	716,582,213	1,311,864,272		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,221,062,756	2,390,433,478	678,137,357	1,065,282,793		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	1,392,722,249	7,763,607,322	3,301,277,367	7,395,494,811		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용(수익)	-340,482,924	693,953,977	72,055,422	672,771,291		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익	1,733,205,173	7,069,653,345	3,229,221,945	6,722,723,520		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	entity00176835_udf_IS_2020811131227214_ProfitLoss	   지배기업 소유주지분	1,716,803,125	6,993,621,878	3,197,109,212	6,712,391,253		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	entity00176835_udf_IS_2020811131323789_ProfitLoss	   비지배지분	16,402,048	76,031,467	32,112,733	10,332,267		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익	107	436	199	419		
손익계산서, 기능별 분류 - 연결재무제표	[054050]	농우바이오	코스닥시장상장법인	011	작물 재배업	12	2020-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익	107	436	199	419		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_Revenue	영업수익	57,078,299,356	111,260,613,489	48,372,781,406	91,763,058,099		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201958113237910_IncomeStatementAbstract	영업비용	48,028,980,338	94,643,470,916	39,052,497,338	76,144,536,532		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201958113235582_IncomeStatementAbstract	대손상각비	4,900,571,700	9,327,678,005	3,959,566,579	7,632,509,035		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	4,148,747,318	7,289,464,568	5,360,717,489	7,986,012,532		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201958113411774_IncomeStatementAbstract	지분법이익(손실)	-53,461,691	-134,156,725	-82,137,050	753,455,391		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201958113416807_IncomeStatementAbstract	종속기업및관계기업투자처분이익			296,083,471	9,141,233,135		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	297,465,783	576,100,598	315,569,876	668,766,883		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	1,477,195,281	3,076,142,046	1,140,884,048	2,806,063,304		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	dart_OtherGains	기타영업외수익	6,946,765,526	8,198,186,425	10,135,685,058	14,315,875,503		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	-1,065,893,840	3,413,060,859	1,590,702,394	2,218,086,667		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전이익	10,928,215,495	9,440,391,961	13,294,332,402	27,841,193,473		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	2,969,197,644	3,187,678,744	4,179,930,751	6,014,777,588		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업당기순이익	7,959,017,851	6,252,713,217	9,114,401,651	21,826,415,885		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업(손실)			-10,917,888	4,122,349,801		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	7,959,017,851	6,252,713,217	9,103,483,763	25,948,765,686		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순손익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업소유주귀속 당기순이익	8,358,856,298	7,522,317,483	9,879,077,749	27,303,731,770		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분 귀속 당기순손실	-399,838,447	-1,269,604,266	-775,593,986	-1,354,966,084		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201958153628169_IncomeStatementAbstract	지배기업소유주지분에 대한 주당손익						
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201958153726913_udf_IS_201958153628169_IncomeStatementAbstract	   기본주당순이익						
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201951395349699_udf_IS_201958153726913_udf_IS_201958153628169_IncomeStatementAbstract	      계속영업 기본주당이익	132	123	172	408		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_2019513953529_udf_IS_201958153726913_udf_IS_201958153628169_IncomeStatementAbstract	      중단영업 기본주당이익				67		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201958153729969_udf_IS_201958153628169_IncomeStatementAbstract	   희석주당순이익						
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201951395511162_udf_IS_201958153729969_udf_IS_201958153628169_IncomeStatementAbstract	      계속영업 기본주당이익	132	123	146	354		
손익계산서, 기능별 분류 - 연결재무제표	[064260]	다날	코스닥시장상장법인	582	소프트웨어 개발 및 공급업	12	2020-06-30	반기보고서	KRW	entity00389970_udf_IS_201951395513617_udf_IS_201958153729969_udf_IS_201958153628169_IncomeStatementAbstract	      중단영업 기본주당이익			3	62		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	147,496,050,931	318,186,254,147	189,409,282,339	384,619,829,674		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	130,777,607,747	271,632,241,681	158,663,215,772	317,080,361,430		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	16,718,443,184	46,554,012,466	30,746,066,567	67,539,468,244		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	27,588,609,293	59,481,342,140	26,945,749,893	55,570,056,843		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	entity00108913_udf_IS_201851493623626_IncomeStatementAbstract	대손상각비	1,010,967,057	872,103,225	246,408,700	979,513,056		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업손익	-11,881,133,166	-13,799,432,899	3,553,907,974	10,989,898,345		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	dart_OtherGains	기타수익	701,059,727	7,072,012,865	3,153,710,949	12,618,408,219		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	-2,141,587,725	12,299,841,818	6,135,627,878	8,602,041,543		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	entity00108913_udf_IS_201851493717434_IncomeStatementAbstract	기타의대손상각비	-674,069	51,139,574	1,900,271	4,683,050		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue	관계기업에 대한 지분법손익	-40,863,486	127,516,587	-1,393,556,350	-369,291,556		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	entity00108913_udf_IS_201851493815497_IncomeStatementAbstract	이자수익	828,453,299	1,691,709,066	945,066,506	1,643,656,792		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	기타금융수익	5,279,746	213,740,544	37,126,339	103,210,681		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	-308,355,436	1,711,826,346	991,412,471	1,971,165,939		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	-7,936,586,650	-18,757,261,575	-832,685,202	14,407,991,949		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용(수익)	-2,078,369,071	-4,680,348,647	-201,956,658	3,486,296,703		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익	-5,858,217,579	-14,076,912,928	-630,728,544	10,921,695,246		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익의귀속						
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	-5,436,493,448	-13,326,846,706	-928,452,828	10,344,146,466		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	-421,724,131	-750,066,222	297,724,284	577,548,780		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	지배기업의 소유주지분에 대한 주당이익						
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당손익						
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	entity00108913_udf_IS_2017103115371797_BasicEarningsLossPerShare	      보통주기본주당손익	-87	-208	-10	119		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	entity00108913_udf_IS_20171031153719419_BasicEarningsLossPerShare	      우선주기본주당손익	43	87	-9	120		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당손익						
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	entity00108913_udf_IS_20171031153845837_DilutedEarningsLossPerShare	      보통주희석주당손익	-87	-208	-10	119		
손익계산서, 기능별 분류 - 연결재무제표	[019680]	대교	유가증권시장상장법인	851	초등 교육기관	12	2020-06-30	반기보고서	KRW	entity00108913_udf_IS_20171031153848209_DilutedEarningsLossPerShare	      우선주희석주당손익	43	86	-9	119		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_Revenue	영업수익	26,288,890,236	47,637,834,115	26,583,353,653	55,931,562,552		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	entity00108977_udf_IS_20171199714358_IncomeStatementAbstract	영업비용	28,557,921,662	54,658,499,468	29,914,263,530	61,701,496,557		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	-2,269,031,426	-7,020,665,353	-3,330,909,877	-5,769,934,005		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	dart_OtherGains	기타수익	519,755,419	530,702,537	435,209,694	498,214,979		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	47,941,007	89,877,277	130,790,854	211,538,487		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	884,165,188	898,993,127	941,793,452	1,878,927,148		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	509,892,693	4,182,531,889	1,714,208,299	3,459,528,554		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	-1,422,944,519	-9,863,378,855	-3,798,905,884	-7,063,858,919		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용(수익)	135,355,516	-254,586,781	-130,602,421	353,874,637		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	entity00108977_udf_IS_2020312175348488_IncomeStatementAbstract	계속당기순이익(손실)	-1,558,300,035	-9,608,792,074	-3,668,303,463	-7,417,733,556		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	entity00108977_udf_IS_2020312175430376_IncomeStatementAbstract	중단당기순이익(손실)	246,095,533	697,692,679				
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	당기순이익(손실)	-1,312,204,502	-8,911,099,395	-3,668,303,463	-7,417,733,556		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	-1,452,700,441	-9,309,412,145	-3,630,930,918	-7,649,516,344		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	140,495,939	398,312,750	-37,372,545	231,782,788		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당순이익						
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당이익(손실)	-190	-1,218	-475	-1,001		
손익계산서, 기능별 분류 - 연결재무제표	[006370]	대구백화점	유가증권시장상장법인	471	종합 소매업	12	2020-06-30	반기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   희석주당이익(손실)	-190	-1,218	-475	-1,001		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_Revenue	매출액	2,547,670,366,773	5,011,432,543,240	2,414,307,882,457	4,692,993,971,345		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_CostOfSales	매출원가	2,096,974,918,784	4,102,803,992,782	2,007,671,207,909	3,897,408,541,458		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_GrossProfit	매출총이익	450,695,447,989	908,628,550,458	406,636,674,548	795,585,429,887		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비및관리비	143,606,619,419	312,154,085,408	110,971,538,640	260,820,931,446		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익	307,088,828,570	596,474,465,050	295,665,135,908	534,764,498,441		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	dart_OtherGains	기타수익	85,253,878,580	126,740,832,560	43,334,481,071	67,861,000,318		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	83,190,732,819	120,080,407,179	186,197,939,202	202,895,741,109		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceIncome	금융수익	1,855,867,225	67,610,462,730	31,315,697,240	57,946,305,994		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_FinanceCosts	금융비용	27,633,106,338	57,050,463,691	28,050,575,659	55,538,521,505		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	entity00109693_udf_IS_202087144351256_IncomeStatementAbstract	지분법투자손익	65,854,846,690	35,303,176,418	39,838,733,783	105,917,088,445		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	349,229,581,908	648,998,065,888	195,905,533,141	508,054,630,584		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	78,177,043,856	155,412,275,804	51,274,671,551	129,143,786,434		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업반기순이익	271,052,538,052	493,585,790,084	144,630,861,590	378,910,844,150		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	entity00109693_udf_IS_202087144537111_IncomeStatementAbstract	중단영업반기순이익(손실)	-82,580,581,773	-81,915,286,228	1,362,288,782	3,463,828,225		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLoss	반기순이익	188,471,956,279	411,670,503,856	145,993,150,372	382,374,672,375		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	반기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	179,115,711,486	378,026,393,575	135,941,171,841	356,986,508,440		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	entity00109693_udf_IS_202087171622104_ProfitLossAttributableToOwnersOfParent	      계속영업반기순이익	262,367,152,668	460,939,698,095	135,163,865,306	355,087,543,127		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	entity00109693_udf_IS_202087171635228_ProfitLossAttributableToOwnersOfParent	      중단영업반기순이익(손실)	-83,251,441,182	-82,913,304,520	777,306,535	1,898,965,313		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	entity00109693_udf_IS_202087144830401_ProfitLossAttributableToAbstract	   비지배지분	9,356,244,793	33,644,110,281	10,051,978,531	25,388,163,935		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	entity00109693_udf_IS_202087171531416_udf_IS_202087144830401_ProfitLossAttributableToAbstract	      계속영업반기순이익	8,685,385,385	32,646,091,989	9,466,996,284	23,823,301,022		
손익계산서, 기능별 분류 - 연결재무제표	[000210]	대림산업	유가증권시장상장법인	412	토목 건설업	12	2020-06-30	반기보고서	KRW	entity00109693_udf_IS_202087171543412_udf_IS_202087144830401_ProfitLossAttributableToAbstract	      중단영업반기순이익	670,859,408	998,018,292	584,982,247	1,564,862,913		
